"Emergency","Module_Name","Modupe_Type","Value","Updated_at"
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2438687,2014-02-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",305317,2012-10-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2443007,2014-02-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2444567,2014-02-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",314180,2012-11-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",320225,2012-11-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2448919,2014-02-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2450156,2014-02-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2450810,2014-02-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",328547,2012-11-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",328682,2012-11-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",357545,2012-11-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",359273,2012-11-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",364020,2012-11-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2470945,2014-02-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",731754,2013-02-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",365623,2012-11-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",371645,2012-11-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2483975,2014-03-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2486221,2014-03-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",385224,2012-11-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",756059,2013-02-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2498312,2014-03-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",250791,2012-09-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2510517,2014-03-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",389562,2012-11-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",399149,2012-11-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",403490,2012-11-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2518356,2014-03-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2520267,2014-03-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2522944,2014-03-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",409598,2012-12-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",784099,2013-03-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2532253,2014-03-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",25334,2012-03-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2534613,2014-03-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",430804,2012-12-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",432790,2012-12-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2542240,2014-03-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",254278,2012-10-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2544736,2014-03-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2547889,2014-03-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",448013,2012-12-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2554371,2014-03-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",255582,2012-10-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2556972,2014-03-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",45183,2012-04-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",45183,2012-04-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2575825,2014-03-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2577318,2014-03-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2580070,2014-04-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2582765,2014-04-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",25830,2012-03-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2585182,2014-04-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",475552,2012-12-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",930264,2013-03-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2604403,2014-04-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",480467,2012-12-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2609645,2014-04-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2611099,2014-04-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",493423,2012-12-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",494818,2012-12-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2636777,2014-04-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2638509,2014-04-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2641162,2014-04-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2643822,2014-04-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",506097,2013-01-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2645970,2014-04-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2646151,2014-04-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2646559,2014-04-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2647871,2014-04-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",520371,2013-01-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",524999,2013-01-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2653939,2014-04-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2659538,2014-04-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2659650,2014-04-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2662432,2014-04-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",790820,2013-03-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",530278,2013-01-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2689042,2014-05-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2689288,2014-04-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",553814,2013-01-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",557290,2013-01-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",269182,2012-10-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2692700,2014-05-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2694465,2014-05-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",994246,2013-03-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2699229,2014-05-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",570119,2013-01-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",577662,2013-01-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",583866,2013-01-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2712114,2014-05-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",585604,2013-01-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",92358,2012-06-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",58670,2012-04-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2725008,2014-05-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",272634,2012-10-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",596813,2013-01-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",59841,2012-05-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2737514,2014-05-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2739258,2014-05-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",60736,2012-05-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2753074,2014-05-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2753163,2014-05-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",618055,2013-01-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",62133,2012-05-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2764645,2014-05-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",630755,2013-01-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",2768041,2014-05-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",632252,2013-02-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",63354,2012-05-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",281418,2012-10-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",64551,2012-05-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",288258,2012-10-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",290151,2012-10-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",655841,2013-02-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",66410,2012-05-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",295606,2012-10-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",668411,2013-02-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",79754,2012-06-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",67539,2012-05-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",676903,2013-02-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",301867,2012-10-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",68311,2012-05-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",306555,2012-11-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",314137,2012-11-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",691683,2013-02-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",69410,2012-05-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",322597,2012-11-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",326025,2012-11-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",327763,2012-11-08
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",703785,2013-02-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",707998,2013-02-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",711447,2013-02-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",712132,2013-02-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",71749,2012-05-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",364047,2012-11-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",772377,2013-02-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",73630,2012-06-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",737866,2013-02-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",379626,2012-11-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",380895,2012-11-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",387675,2012-11-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",389020,2012-11-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",389343,2012-11-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",396760,2012-11-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",76778,2012-06-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",770754,2013-02-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",405890,2012-11-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",407070,2012-11-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",407100,2012-12-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",411428,2012-12-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",414407,2012-12-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",416984,2012-12-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",66667,2012-05-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",431979,2012-12-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",79360,2012-06-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",434299,2012-12-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",437433,2012-12-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",442279,2012-12-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",444808,2012-12-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",834567,2013-03-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",45011,2012-04-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",450328,2012-12-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",563875,2013-01-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",452826,2012-12-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",457653,2012-12-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",459948,2012-12-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",463236,2012-12-19
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",46589,2012-04-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",46959,2012-04-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",978982,2013-03-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",478399,2012-12-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",478674,2012-12-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",9500,2012-01-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",483915,2012-12-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",483939,2012-12-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",485922,2012-12-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",490581,2012-12-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",612306,2013-01-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",61291,2012-05-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",495781,2012-12-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",497965,2012-12-31
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",501651,2013-01-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",766249,2013-02-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",507962,2013-01-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",509402,2013-01-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",509575,2013-01-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",518511,2013-01-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",777592,2013-03-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",650198,2013-02-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",525911,2013-01-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",527958,2013-01-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",529307,2013-01-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",788417,2013-03-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",911784,2013-03-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",537001,2013-01-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",544093,2013-01-15
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",8000,2011-12-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",550126,2013-01-16
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",744264,2013-02-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",753780,2013-02-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",55754,2012-04-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",889019,2013-03-11
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",894289,2013-03-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",697826,2013-02-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",69860,2012-05-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",70206,2012-05-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",583877,2013-01-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",585584,2013-01-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",99892,2012-07-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",926725,2013-03-18
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",58754,2012-05-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",59350,2012-05-02
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",950757,2013-03-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",937253,2013-03-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",60167,2012-05-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",60410,2012-05-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",75444,2012-06-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",993743,2013-03-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",763533,2013-02-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",76445,2012-06-05
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",625347,2013-01-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",98302,2012-06-30
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",632020,2013-02-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",80878,2012-06-12
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",82904,2012-06-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",637688,2013-02-03
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",65445,2012-05-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",786404,2013-03-06
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",992167,2013-03-28
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",907425,2013-03-14
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",95991,2012-06-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",674516,2013-02-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",948725,2013-03-23
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",677996,2013-02-09
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",92814,2012-06-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",686181,2013-02-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",69004,2012-05-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",97378,2012-06-29
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",87269,2012-06-21
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",78579,2012-06-07
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",904409,2013-03-13
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",756157,2013-02-24
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",779499,2013-03-04
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",934280,2013-03-20
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",922718,2013-03-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",835430,2013-03-10
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",94497,2012-06-26
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",726447,2013-02-17
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",774581,2013-03-01
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",972439,2013-03-25
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",986639,2013-03-27
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",91998,2012-06-22
"syria","Registered Syrian Refugees","Total Population & Demogrpahy",948780,2013-03-22
"syria","Total Persons of Concern","Total Population & Demogrpahy",2842159,2014-06-09
"syria","Total Persons of Concern","Total Population & Demogrpahy",2837296,2014-06-05
"syria","Total Persons of Concern","Total Population & Demogrpahy",2836641,2014-06-03
"syria","Total Persons of Concern","Total Population & Demogrpahy",2841524,2014-06-08
"syria","Total Persons of Concern","Total Population & Demogrpahy",2839278,2014-06-05
"syria","Total Persons of Concern","Total Population & Demogrpahy",2834827,2014-06-02
"syria","Total Persons of Concern","Total Population & Demogrpahy",2836619,2014-06-04
